estrella|texto|lugar
40|Una visita imperdible cuando se visita Asuncion. Recientemente remodelado, el palacio de gobierno se levanta sobre una vista maravillosa de la bahia de Asuncion. Una visita muy recomendada, donde ademas se puede visitar la costanera de la ciudad y disfrutar del aire libre y una vista fantastica.|palacio
50|Es mas conocido como palacio de los Lopez, han realizado varias reformas y lo han mejorado bastante. A la noche iluminado vale la pena visitar, tanto la parte de atras como el frente.|palacio
20|Para ser el palacio de gobierno esta en muy malas condiciones, necesita una restauracion arquitectonica inmediata. Los alrededores son muy descuidados.|palacio
40|No puede visitar la Capital del Paraguay y no realizar un recorrido por a zona historica , ahora con una costanera construida para dar vida y las mejores vista de la ciudad y admirar el lugar por donde los colonizadores ingresaron a esta ciudad. Aqui se encuentra imponente el Palacio de Lopez.|palacio
50|La arquitectura y sus colores de noche son cosas gratas a la vista algo muy hermoso que mirar. Sus jardines estan muy bien cuidados. Y ademas luego de la visita al palacio de Gobierno es fantastico caminar por la nueva costanera.Vale la pena ver el Palacio de Gobierno de noche. El juego de luces que tiene es maravillosos que agrada dejarlo plasmado en una foto.|palacio
40|no pudimos entrar solo lo vimos de afuera es un palacio impresionante por su arquitectura e historia|palacio
30|No se puede entrar asi que es lo que se ve de afuera solo. No es una visita imperdible; si se tiene tiempo vale echarle un vistazo.|palacio
50|El palacio de gobierno de Carlos Antonio Lopez, uno de nuestros mejores presidentes de nuestra historia, es increiblemente hermoso en su arquitectura, tanto por dentro como por fuera y de noche despliega un juego de luces ideal para unas fotos con unos de los lugares icono del casco antiguo de Asuncion!!|palacio
40|El Palacion de Gobierno es una muy bella construccion. Muy bien conservada y de noche con los leds es muy lindo.|palacio
50|Es una parada obligada. Es muy bonito el palacio, el pasto bien cuidado, todos se sacan fotos aqui. Esta en el centro y es facil llegar.|palacio
50|Uno de los mas hermosos Palacios de Gobierno de la Region (por no decir el mas hermoso). Muchos personales de seguridad.RECOMENDADO PARA VISITARLO DE DIA. por las noches tomar precauciones y no ir solo/a.|palacio
40|un edificio muy lindo gubernamental, lastima que no haya tours guiados como en otras ciudades (hasta en washington los hay) para conocer la historia y los particulares del edificio.lo que si hay son guardias muy maleducados que no hablan ni siquiera bien español y se encargan de correr a los pocos turistas que se aproximan al lugar para sacar unas fotos, realmente este aspecto deberia ser reformado por la senatur o por el mismo poder ejecutivo. No es amable que le saquen a la gente del luagr pensando que una camara ffotografica sea un bazooka !!Recomiendo vivamente ir de tarde porque el calor es menos infernal y si uno tiene paciencia el edificio iluminado de noche es una maravilla!!!|palacio
50|Fuera la residencia del Mcal. Lopez, actualmente es el Palacio de Gobierno Paraguayo.-( Lindo Lugar Historico )|palacio
30|Desde pequeño (tengo 57) siempre fue color blanco como la foto que muestran. El gobierno provisional de Franco (no juzgo su legitimidad) lo cambio segun los letrados de la Facultad de Arquitectura (y sin duda un muy buen valor en contratacion directa) a su aparente color original haciendo un verdadero mamarracho de tonos rosa con ventanas verdes (¿???). Mejor y mas barato si se lo hubieran pedido a la Facultad de Ciencias exactas con un gobierno legitimo!!. Como un pobre infeliz presidente por azar se arroga cambiar con pesimo gusto el simbolo historico mas importante de Paraguay??|palacio
40|Es uno de los atractivos historicos de la ciudad de Asuncion. De estilo neoclasico, es una parada obligada y que apreciaras si valoras la belleza arquitectonica y artistica de una construccion. En el funciona la sede del gobierno.|palacio
50|Es una visita imperdible cuando uno esta en Asuncion, es hermoso de dia y de noche tambien tiene una iluminacion externa muy linda. Desde el rio es hermosa y desde sus jardines la vista hacia la bahia es muy linda.|palacio
40|Era mas lindo cuando estaba pintado en blanco.Igual es interesante su arquitectura vista por afuera.|palacio
50|Es un palacio de la epoca colonial, su arquitectura es muy bella, y por las noches se encienden unos juegos de luces de colores que lo hacen mas atractiva la vista, es una parada obligatoria para los turistas nacionales y extranjeros.|palacio
30|Como no se puede visitar por dentro pues tampoco se ve nada excepcional, sin mas el edificio y el jardin que tiene delante.|palacio
50|Es bello, un palacio precioso, sobre todo de noche con la iluminacion, lastima que no se puede visitar por dentro|palacio
40|Es un edificio bonito sin algo en especial, es parte del casco ciudadano que se puede recorrer y disfrutar. La gente es muy amable y si no hay demasiado calor se puede gozar de buenos paseos ciudadanos. Algunos restaurantes vale la pena visitarlos.|palacio
30|El lugar es mas lindo de noche, no te dejan acercar, solo permanecer en la vereda para sacar fotos. De todas formas el personal a cargo de la seguridad es muy amable.|palacio
40|Una casa de gobierno pequeña, en comparacion a otras de Sur America. El edificio no se ve en tan Buen estado, sin embargo es un lindo lugar. Vale la pena visitarlo de dia y de noche para obtener distintas tomas interesantes. La iluminacion nocturna es muy linda.|palacio
50|CONTIENE UN ESTILO ARQUICTECTONICO EUROPEO CON GRAN VALOR HISTORICO PARA EL PARAGUAY estilo europeo de una gran riqueza arquitectonica del siglo xx lleno de historia paraguaya|palacio
40|Muy Lindo Lugar, para sacarse fotos, tiene buenas perpectivas desde la costanera y desde laa Calle Paraguayo Independiente, al estar iluminado de noche es mejor aun.|palacio
40|situado en el casco antiguo de la ciudad de Asuncion y con vista a la bahia, es un buen lugar para pasear y conocer.. no es accesible por dentro.|palacio
30|Arquitectura neo clasica. Los turistas suelen tomar fotos y selfies frente a este edificio tradicional de Asuncion.|palacio
50|Hermoso e historico lugar. Atras esta la reciente remodelada costanera. Imperdible. Lugar lleno de recuerdos.|palacio
40|Es un bonito palacio pero el cual no se puede visitar y apenas te dejan acercarte. Si te sobra tiempo en Asuncion ve, si no puedes prescindir|palacio
50|Tiene una belleza arquitectonica muy linda, sin duda es un lugar que vale la pena visitar principalmente en la noche que encienden luces que dan vida a este palacio de gobierno.|palacio
40|Aunque es pequeño, se nota muy bien cuidado y con bonitos jardines, adelante y atras. No se podia entrar.|palacio
50|Una casa de gobierno con mucha historia, muy bien mantenida, para apreciar toda su arquitectura. Vale la pena hacer la visita guiada.|palacio
50|Visitarlo de noche es sensacional, lo tienen muy bien cuidado y es una atraccion central. Vale la pena luego recorrer, eso si, de dia, la costanera.|palacio
50|No tenga dudas que este edificio guarda tanta historia como cualquier otro palacio situado en paises de Europa o Asia..|palacio
50|ES importante conocerlo desde la perspectiva patrimonial. A su costado se accede al museo que vale la pena conocerlo, pues acerca la historia de Paraguay.|palacio
50|Siendo autor y director de la famosa obra teatro musical sobre Madame Lynch que fue declarada de interes nacional en 2015 me siento orgulloso de defender ese monumento historico|palacio
50|El Palacio.....puedes llegar caminando porq se encuentra en el microcentro.La parte principal da a la costanera....esta rodeado de jardines.|palacio
40|Es un lugar muy lindo, con facil acceso desde el centro de la ciudad. Los alrededores son algo inseguros, por lo que hay que tener cuidado.|palacio
40|Fue construido en el siglo XIX por orden de Francisco Solano Lopez para su residencia, pero el mariscal nunca llego a habitarlo. Terminado en 1892, fue convertido en sede del Gobierno.|palacio
40|El Palacio presidencial abierto al publico y en muy buen estado de mantenimiento, iluminado en la noche, con vista al rio Paraguay, paseo obligado, de lo contrario no podras acreditar que estuviste en Asuncion|palacio
30|El lugar es bonito sin embargo hay mucha inseguridad en esa zona, tome algunas fotos pero al rato me di cuenta de que el parque que estaba al frente esta repleto de personas de mal vivir y a una cuadra estaban que se peleaban, sinceramente me dio miedo y me fui rapido! lastima que no den el cuidado y brinden seguridad a las personas que visitan el lugar!|palacio
50|Es un precioso lugar, la arquitectura es espectacular, muy bonito vale la pena pasar por ahi ya sea solo o en familia|palacio
50|Para poder recorrer su interior se debe solicitar permiso, pero esta lleno de historia sobre los presidentes de la Republica.|palacio
50|A diferencia de las principales casas de gobierno de otros paises, se encuentra sin rejas, se puede apreciar su arquitectura y su belleza muchisimo mejor. De noches esta super bien iluminado, los guardas que cuidan, fueron atentos y nos permitieron acercarnos un poco mas y tomar fotos.|palacio
40|Una de las mas bellas casas de gobierno que he tenido la oportunidad de visitar, ubicada muy cerca del centro y a pasos de las costanera asi que el acceso es muy facil para cualquier turista.|palacio
50|Muy recomendable. Aparte del bello estilo arquitectonico europeo, este edificio fue testigo por la ocupacion de las tropas brasileñas en la Guerra contra la triple alianza, guerra que diezmo al Paraguay y que, sin embargo, no acabo con la cultura del Pais. Ubicada en el casco historico de la ciudad, es uno de los predios mas emblematicos de la urbe.|palacio
40|a la noche esta muy lindo con la iluminacion todo rosada que tiene el palacio de gobierno con una explanada hermosa|palacio
40|El dia que fuimos eramos las unicas personas en esa calle, lo que nos dio un poco de temor pensando que estaba prohibido, sin embargo fue todo lo contrario, los guardias nos permitieron tomar unas lindas fotos del lugar, que tiene una arquitectura hermosa|palacio
50|Un edificio hermoso, muy bien restaurado. Tiene una iluminacion preciosa y el frente publicado en las fotos mas conocidas, es en realidad el contrafrente. Mira a la Bahia de Asuncion.|palacio
30|"El Palacio de los Lopez, tambien llamado como ""Palacio de Gobierno"", es uno de los hitos historicos del Paraguay. Muchos visitantes pueden tomarse fotos frente al palacio. Lastimosamente no se puede ingresar al mismo, ya que actualmente esta el despacho oficial del presidente de la republica."|palacio
40|si te gusta la arquitectura y la historia no dejes de visitarlo. Un lugar construido en los albores del siglo pasado y que guarda imagenes sobre la historia viva de los paraguayos.|palacio
40|Es una pena que no se pueda visitar. Es mas, habia demasiados militares y civiles que no nos dejaban ni acercar a tomar fotos.|palacio
